Position_race,Abbreviation,DriverNumber_race,TeamName_race,GridPosition,Status,IsFinished,RetirementCategory,IsWetRace,Year,Round,Circuit_race,Position_quali,DriverNumber_quali,TeamName_quali,BestLap_Sec,IsWetQuali,Circuit_quali
14.0,SIR,35,Williams,18.0,Finished,1,Finished,0,2018,10,Silverstone,18.0,35,Williams,89.252,0,Silverstone
15.0,VER,33,Red Bull Racing,5.0,Brakes,0,Other,0,2018,10,Silverstone,5.0,33,Red Bull Racing,86.602,0,Silverstone
16.0,GRO,8,Haas F1 Team,8.0,Collision,0,Other,0,2018,10,Silverstone,8.0,8,Haas F1 Team,87.455,0,Silverstone
17.0,SAI,55,Renault,16.0,Collision,0,Other,0,2018,10,Silverstone,16.0,55,Renault,88.456,0,Silverstone
18.0,ERI,9,Sauber,15.0,Accident,0,Crash,0,2018,10,Silverstone,15.0,9,Sauber,88.249,0,Silverstone
19.0,LEC,16,Sauber,9.0,Tyre,0,Other,0,2018,10,Silverstone,9.0,16,Sauber,87.79,0,Silverstone
20.0,HAR,28,Toro Rosso,0.0,Power Unit,0,Other,0,2018,10,Silverstone,20.0,28,Toro Rosso,,0,Silverstone
1.0,HAM,44,Mercedes,14.0,Finished,1,Finished,1,2018,11,Hockenheim,14.0,44,Mercedes,73.012,0,Hockenheim
2.0,BOT,77,Mercedes,2.0,Finished,1,Finished,1,2018,11,Hockenheim,2.0,77,Mercedes,71.416,0,Hockenheim
3.0,RAI,7,Ferrari,3.0,Finished,1,Finished,1,2018,11,Hockenheim,3.0,7,Ferrari,71.547,0,Hockenheim
4.0,VER,33,Red Bull Racing,4.0,Finished,1,Finished,1,2018,11,Hockenheim,4.0,33,Red Bull Racing,71.822,0,Hockenheim
5.0,HUL,27,Renault,7.0,Finished,1,Finished,1,2018,11,Hockenheim,7.0,27,Renault,72.56,0,Hockenheim
6.0,GRO,8,Haas F1 Team,6.0,Finished,1,Finished,1,2018,11,Hockenheim,6.0,8,Haas F1 Team,72.544,0,Hockenheim
7.0,PER,11,Force India,10.0,Finished,1,Finished,1,2018,11,Hockenheim,10.0,11,Force India,72.774,0,Hockenheim
8.0,OCO,31,Force India,15.0,Finished,1,Finished,1,2018,11,Hockenheim,16.0,31,Force India,73.72,0,Hockenheim
9.0,ERI,9,Sauber,13.0,Finished,1,Finished,1,2018,11,Hockenheim,13.0,9,Sauber,73.562,0,Hockenheim
10.0,HAR,28,Toro Rosso,17.0,Finished,1,Finished,1,2018,11,Hockenheim,18.0,28,Toro Rosso,74.045,0,Hockenheim
11.0,MAG,20,Haas F1 Team,5.0,Finished,1,Finished,1,2018,11,Hockenheim,5.0,20,Haas F1 Team,72.2,0,Hockenheim
12.0,SAI,55,Renault,8.0,Finished,1,Finished,1,2018,11,Hockenheim,8.0,55,Renault,72.692,0,Hockenheim
13.0,VAN,2,McLaren,19.0,Finished,1,Finished,1,2018,11,Hockenheim,20.0,2,McLaren,74.401,0,Hockenheim
14.0,GAS,10,Toro Rosso,16.0,+1 Lap,0,Other,1,2018,11,Hockenheim,17.0,10,Toro Rosso,73.749,0,Hockenheim
15.0,LEC,16,Sauber,9.0,+1 Lap,0,Other,1,2018,11,Hockenheim,9.0,16,Sauber,72.717,0,Hockenheim
16.0,ALO,14,McLaren,11.0,Retired,0,Other,1,2018,11,Hockenheim,11.0,14,McLaren,73.614,0,Hockenheim
17.0,STR,18,Williams,18.0,Engine,0,Mechanical,1,2018,11,Hockenheim,19.0,18,Williams,74.206,0,Hockenheim
18.0,VET,5,Ferrari,1.0,Accident,0,Crash,1,2018,11,Hockenheim,1.0,5,Ferrari,71.212,0,Hockenheim
19.0,SIR,35,Williams,12.0,Engine,0,Mechanical,1,2018,11,Hockenheim,12.0,35,Williams,73.702,0,Hockenheim
20.0,RIC,3,Red Bull Racing,20.0,Engine,0,Mechanical,1,2018,11,Hockenheim,15.0,3,Red Bull Racing,73.318,0,Hockenheim
1.0,HAM,44,Mercedes,1.0,Finished,1,Finished,0,2018,12,Budapest,1.0,44,Mercedes,77.419,1,Budapest
2.0,VET,5,Ferrari,4.0,Finished,1,Finished,0,2018,12,Budapest,4.0,5,Ferrari,76.666,1,Budapest
3.0,RAI,7,Ferrari,3.0,Finished,1,Finished,0,2018,12,Budapest,3.0,7,Ferrari,77.526,1,Budapest
4.0,RIC,3,Red Bull Racing,12.0,Finished,1,Finished,0,2018,12,Budapest,12.0,3,Red Bull Racing,78.54,1,Budapest
5.0,BOT,77,Mercedes,2.0,Finished,1,Finished,0,2018,12,Budapest,2.0,77,Mercedes,77.123,1,Budapest
6.0,GAS,10,Toro Rosso,6.0,Finished,1,Finished,0,2018,12,Budapest,6.0,10,Toro Rosso,78.577,1,Budapest
7.0,MAG,20,Haas F1 Team,9.0,+1 Lap,0,Other,0,2018,12,Budapest,9.0,20,Haas F1 Team,78.314,1,Budapest
8.0,ALO,14,McLaren,11.0,+1 Lap,0,Other,0,2018,12,Budapest,11.0,14,McLaren,78.208,1,Budapest
9.0,SAI,55,Renault,5.0,+1 Lap,0,Other,0,2018,12,Budapest,5.0,55,Renault,77.829,1,Budapest
10.0,GRO,8,Haas F1 Team,10.0,+1 Lap,0,Other,0,2018,12,Budapest,10.0,8,Haas F1 Team,77.901,1,Budapest
11.0,HAR,28,Toro Rosso,8.0,+1 Lap,0,Other,0,2018,12,Budapest,8.0,28,Toro Rosso,78.429,1,Budapest
12.0,HUL,27,Renault,13.0,+1 Lap,0,Other,0,2018,12,Budapest,13.0,27,Renault,77.905,1,Budapest
13.0,OCO,31,Force India,18.0,+1 Lap,0,Other,0,2018,12,Budapest,18.0,31,Force India,79.142,1,Budapest
14.0,PER,11,Force India,19.0,+1 Lap,0,Other,0,2018,12,Budapest,19.0,11,Force India,79.2,1,Budapest
15.0,ERI,9,Sauber,14.0,+2 Laps,0,Other,0,2018,12,Budapest,14.0,9,Sauber,78.641,1,Budapest
16.0,SIR,35,Williams,20.0,+2 Laps,0,Other,0,2018,12,Budapest,20.0,35,Williams,79.301,1,Budapest
17.0,STR,18,Williams,15.0,+2 Laps,0,Other,0,2018,12,Budapest,15.0,18,Williams,78.56,1,Budapest
18.0,VAN,2,McLaren,16.0,Gearbox,0,Mechanical,0,2018,12,Budapest,16.0,2,McLaren,78.782,1,Budapest
19.0,VER,33,Red Bull Racing,7.0,Power loss,0,Other,0,2018,12,Budapest,7.0,33,Red Bull Racing,76.94,1,Budapest
20.0,LEC,16,Sauber,17.0,Suspension,0,Other,0,2018,12,Budapest,17.0,16,Sauber,78.817,1,Budapest
1.0,VET,5,Ferrari,2.0,Finished,1,Finished,0,2018,13,Spa-Francorchamps,2.0,5,Ferrari,101.501,1,Spa-Francorchamps
2.0,HAM,44,Mercedes,1.0,Finished,1,Finished,0,2018,13,Spa-Francorchamps,1.0,44,Mercedes,101.553,1,Spa-Francorchamps
3.0,VER,33,Red Bull Racing,7.0,Finished,1,Finished,0,2018,13,Spa-Francorchamps,7.0,33,Red Bull Racing,102.554,1,Spa-Francorchamps
4.0,BOT,77,Mercedes,19.0,Finished,1,Finished,0,2018,13,Spa-Francorchamps,10.0,77,Mercedes,102.191,1,Spa-Francorchamps
5.0,PER,11,Racing Point,4.0,Finished,1,Finished,0,2018,13,Spa-Francorchamps,4.0,11,Racing Point,103.014,1,Spa-Francorchamps
6.0,OCO,31,Racing Point,3.0,Finished,1,Finished,0,2018,13,Spa-Francorchamps,3.0,31,Racing Point,103.302,1,Spa-Francorchamps
7.0,GRO,8,Haas F1 Team,5.0,Finished,1,Finished,0,2018,13,Spa-Francorchamps,5.0,8,Haas F1 Team,103.042,1,Spa-Francorchamps
8.0,MAG,20,Haas F1 Team,9.0,Finished,1,Finished,0,2018,13,Spa-Francorchamps,9.0,20,Haas F1 Team,103.32,1,Spa-Francorchamps
9.0,GAS,10,Toro Rosso,10.0,Finished,1,Finished,0,2018,13,Spa-Francorchamps,11.0,10,Toro Rosso,103.844,1,Spa-Francorchamps
10.0,ERI,9,Sauber,13.0,+1 Lap,0,Other,0,2018,13,Spa-Francorchamps,14.0,9,Sauber,103.846,1,Spa-Francorchamps
11.0,SAI,55,Renault,14.0,+1 Lap,0,Other,0,2018,13,Spa-Francorchamps,16.0,55,Renault,104.489,1,Spa-Francorchamps
12.0,SIR,35,Williams,16.0,+1 Lap,0,Other,0,2018,13,Spa-Francorchamps,18.0,35,Williams,104.998,1,Spa-Francorchamps
13.0,STR,18,Williams,17.0,+1 Lap,0,Other,0,2018,13,Spa-Francorchamps,19.0,18,Williams,105.134,1,Spa-Francorchamps
14.0,HAR,28,Toro Rosso,11.0,+1 Lap,0,Other,0,2018,13,Spa-Francorchamps,12.0,28,Toro Rosso,103.865,1,Spa-Francorchamps
15.0,VAN,2,McLaren,18.0,+1 Lap,0,Other,0,2018,13,Spa-Francorchamps,20.0,2,McLaren,105.307,1,Spa-Francorchamps
16.0,RIC,3,Red Bull Racing,8.0,Retired,0,Other,0,2018,13,Spa-Francorchamps,8.0,3,Red Bull Racing,103.126,1,Spa-Francorchamps
17.0,RAI,7,Ferrari,6.0,Brakes,0,Other,0,2018,13,Spa-Francorchamps,6.0,7,Ferrari,101.533,1,Spa-Francorchamps
18.0,LEC,16,Sauber,12.0,Accident,0,Crash,0,2018,13,Spa-Francorchamps,13.0,16,Sauber,103.654,1,Spa-Francorchamps
19.0,ALO,14,McLaren,15.0,Accident,0,Crash,0,2018,13,Spa-Francorchamps,17.0,14,McLaren,104.917,1,Spa-Francorchamps
20.0,HUL,27,Renault,20.0,Accident,0,Crash,0,2018,13,Spa-Francorchamps,15.0,27,Renault,104.145,1,Spa-Francorchamps
1.0,HAM,44,Mercedes,3.0,Finished,1,Finished,1,2018,14,Monza,3.0,44,Mercedes,79.294,1,Monza
2.0,RAI,7,Ferrari,1.0,Finished,1,Finished,1,2018,14,Monza,1.0,7,Ferrari,79.119,1,Monza
3.0,BOT,77,Mercedes,4.0,Finished,1,Finished,1,2018,14,Monza,4.0,77,Mercedes,79.656,1,Monza
4.0,VET,5,Ferrari,2.0,Finished,1,Finished,1,2018,14,Monza,2.0,5,Ferrari,79.28,1,Monza
5.0,VER,33,Red Bull Racing,5.0,Finished,1,Finished,1,2018,14,Monza,5.0,33,Red Bull Racing,80.333,1,Monza
6.0,OCO,31,Racing Point,8.0,Finished,1,Finished,1,2018,14,Monza,8.0,31,Racing Point,81.099,1,Monza
7.0,PER,11,Racing Point,14.0,Finished,1,Finished,1,2018,14,Monza,16.0,11,Racing Point,81.888,1,Monza
8.0,SAI,55,Renault,7.0,Finished,1,Finished,1,2018,14,Monza,7.0,55,Renault,81.041,1,Monza
9.0,STR,18,Williams,10.0,+1 Lap,0,Other,1,2018,14,Monza,10.0,18,Williams,81.494,1,Monza
10.0,SIR,35,Williams,12.0,+1 Lap,0,Other,1,2018,14,Monza,12.0,35,Williams,81.732,1,Monza
11.0,LEC,16,Sauber,15.0,+1 Lap,0,Other,1,2018,14,Monza,17.0,16,Sauber,81.889,1,Monza
12.0,VAN,2,McLaren,17.0,+1 Lap,0,Other,1,2018,14,Monza,20.0,2,McLaren,82.085,1,Monza
13.0,HUL,27,Renault,20.0,+1 Lap,0,Other,1,2018,14,Monza,14.0,27,Renault,81.801,1,Monza
14.0,GAS,10,Toro Rosso,9.0,+1 Lap,0,Other,1,2018,14,Monza,9.0,10,Toro Rosso,81.35,1,Monza
15.0,ERI,9,Sauber,18.0,+1 Lap,0,Other,1,2018,14,Monza,19.0,9,Sauber,82.048,1,Monza
16.0,MAG,20,Haas F1 Team,11.0,+1 Lap,0,Other,1,2018,14,Monza,11.0,20,Haas F1 Team,81.669,1,Monza
17.0,RIC,3,Red Bull Racing,19.0,Engine,0,Mechanical,1,2018,14,Monza,15.0,3,Red Bull Racing,81.28,1,Monza
18.0,ALO,14,McLaren,13.0,Engine,0,Mechanical,1,2018,14,Monza,13.0,14,McLaren,81.85,1,Monza
19.0,HAR,28,Toro Rosso,16.0,Brakes,0,Other,1,2018,14,Monza,18.0,28,Toro Rosso,81.934,1,Monza
20.0,GRO,8,Haas F1 Team,6.0,Disqualified,0,Other,1,2018,14,Monza,6.0,8,Haas F1 Team,80.936,1,Monza
1.0,HAM,44,Mercedes,1.0,Finished,1,Finished,0,2018,15,Singapore,1.0,44,Mercedes,96.015,0,Singapore
2.0,VER,33,Red Bull Racing,2.0,Finished,1,Finished,0,2018,15,Singapore,2.0,33,Red Bull Racing,96.334,0,Singapore
3.0,VET,5,Ferrari,3.0,Finished,1,Finished,0,2018,15,Singapore,3.0,5,Ferrari,96.628,0,Singapore
4.0,BOT,77,Mercedes,4.0,Finished,1,Finished,0,2018,15,Singapore,4.0,77,Mercedes,96.702,0,Singapore
5.0,RAI,7,Ferrari,5.0,Finished,1,Finished,0,2018,15,Singapore,5.0,7,Ferrari,96.794,0,Singapore
6.0,RIC,3,Red Bull Racing,6.0,Finished,1,Finished,0,2018,15,Singapore,6.0,3,Red Bull Racing,96.996,0,Singapore
7.0,ALO,14,McLaren,11.0,Finished,1,Finished,0,2018,15,Singapore,11.0,14,McLaren,98.641,0,Singapore
8.0,SAI,55,Renault,12.0,+1 Lap,0,Other,0,2018,15,Singapore,12.0,55,Renault,98.716,0,Singapore
9.0,LEC,16,Sauber,13.0,+1 Lap,0,Other,0,2018,15,Singapore,13.0,16,Sauber,98.747,0,Singapore
10.0,HUL,27,Renault,10.0,+1 Lap,0,Other,0,2018,15,Singapore,10.0,27,Renault,98.45,0,Singapore
11.0,ERI,9,Sauber,14.0,+1 Lap,0,Other,0,2018,15,Singapore,14.0,9,Sauber,99.366,0,Singapore
12.0,VAN,2,McLaren,18.0,+1 Lap,0,Other,0,2018,15,Singapore,18.0,2,McLaren,99.864,0,Singapore
13.0,GAS,10,Toro Rosso,15.0,+1 Lap,0,Other,0,2018,15,Singapore,15.0,10,Toro Rosso,99.614,0,Singapore
14.0,STR,18,Williams,20.0,+1 Lap,0,Other,0,2018,15,Singapore,20.0,18,Williams,101.334,0,Singapore
15.0,GRO,8,Haas F1 Team,8.0,+1 Lap,0,Other,0,2018,15,Singapore,8.0,8,Haas F1 Team,98.32,0,Singapore
16.0,PER,11,Racing Point,7.0,+1 Lap,0,Other,0,2018,15,Singapore,7.0,11,Racing Point,97.985,0,Singapore
17.0,HAR,28,Toro Rosso,17.0,+1 Lap,0,Other,0,2018,15,Singapore,17.0,28,Toro Rosso,99.809,0,Singapore
18.0,MAG,20,Haas F1 Team,16.0,+2 Laps,0,Other,0,2018,15,Singapore,16.0,20,Haas F1 Team,99.644,0,Singapore
19.0,SIR,35,Williams,19.0,+2 Laps,0,Other,0,2018,15,Singapore,19.0,35,Williams,101.263,0,Singapore
20.0,OCO,31,Racing Point,9.0,Collision,0,Other,0,2018,15,Singapore,9.0,31,Racing Point,98.365,0,Singapore
1.0,HAM,44,Mercedes,2.0,Finished,1,Finished,1,2018,16,Sochi,2.0,44,Mercedes,91.532,0,Sochi
2.0,BOT,77,Mercedes,1.0,Finished,1,Finished,1,2018,16,Sochi,1.0,77,Mercedes,91.387,0,Sochi
3.0,VET,5,Ferrari,3.0,Finished,1,Finished,1,2018,16,Sochi,3.0,5,Ferrari,91.943,0,Sochi
4.0,RAI,7,Ferrari,4.0,Finished,1,Finished,1,2018,16,Sochi,4.0,7,Ferrari,92.237,0,Sochi
5.0,VER,33,Red Bull Racing,19.0,Finished,1,Finished,1,2018,16,Sochi,11.0,33,Red Bull Racing,93.048,0,Sochi
6.0,RIC,3,Red Bull Racing,18.0,Finished,1,Finished,1,2018,16,Sochi,12.0,3,Red Bull Racing,93.247,0,Sochi
7.0,LEC,16,Sauber,7.0,Finished,1,Finished,1,2018,16,Sochi,7.0,16,Sauber,93.419,0,Sochi
8.0,MAG,20,Haas F1 Team,5.0,+1 Lap,0,Other,1,2018,16,Sochi,5.0,20,Haas F1 Team,93.181,0,Sochi
9.0,OCO,31,Racing Point,6.0,+1 Lap,0,Other,1,2018,16,Sochi,6.0,31,Racing Point,93.413,0,Sochi
10.0,PER,11,Racing Point,8.0,+1 Lap,0,Other,1,2018,16,Sochi,8.0,11,Racing Point,93.563,0,Sochi
11.0,GRO,8,Haas F1 Team,9.0,+1 Lap,0,Other,1,2018,16,Sochi,9.0,8,Haas F1 Team,93.517,0,Sochi
12.0,HUL,27,Renault,12.0,+1 Lap,0,Other,1,2018,16,Sochi,15.0,27,Renault,94.655,0,Sochi
13.0,ERI,9,Sauber,10.0,+1 Lap,0,Other,1,2018,16,Sochi,10.0,9,Sauber,93.995,0,Sochi
14.0,ALO,14,McLaren,16.0,+1 Lap,0,Other,1,2018,16,Sochi,17.0,14,McLaren,95.504,0,Sochi
15.0,STR,18,Williams,14.0,+1 Lap,0,Other,1,2018,16,Sochi,20.0,18,Williams,96.437,0,Sochi
16.0,VAN,2,McLaren,15.0,+2 Laps,0,Other,1,2018,16,Sochi,19.0,2,McLaren,95.977,0,Sochi
17.0,SAI,55,Renault,11.0,+2 Laps,0,Other,1,2018,16,Sochi,14.0,55,Renault,94.626,0,Sochi
18.0,SIR,35,Williams,13.0,+2 Laps,0,Other,1,2018,16,Sochi,18.0,35,Williams,95.612,0,Sochi
19.0,GAS,10,Toro Rosso,17.0,Brakes,0,Other,1,2018,16,Sochi,13.0,10,Toro Rosso,94.383,0,Sochi
20.0,HAR,28,Toro Rosso,20.0,Brakes,0,Other,1,2018,16,Sochi,16.0,28,Toro Rosso,95.037,0,Sochi
1.0,HAM,44,Mercedes,1.0,Finished,1,Finished,0,2018,17,Suzuka,1.0,44,Mercedes,87.76,1,Suzuka
2.0,BOT,77,Mercedes,2.0,Finished,1,Finished,0,2018,17,Suzuka,2.0,77,Mercedes,87.987,1,Suzuka
3.0,VER,33,Red Bull Racing,3.0,Finished,1,Finished,0,2018,17,Suzuka,3.0,33,Red Bull Racing,88.849,1,Suzuka
4.0,RIC,3,Red Bull Racing,15.0,Finished,1,Finished,0,2018,17,Suzuka,15.0,3,Red Bull Racing,89.806,1,Suzuka
5.0,RAI,7,Ferrari,4.0,Finished,1,Finished,0,2018,17,Suzuka,4.0,7,Ferrari,88.595,1,Suzuka
6.0,VET,5,Ferrari,8.0,Finished,1,Finished,0,2018,17,Suzuka,9.0,5,Ferrari,88.279,1,Suzuka
7.0,PER,11,Racing Point,9.0,Finished,1,Finished,0,2018,17,Suzuka,10.0,11,Racing Point,89.567,1,Suzuka
8.0,GRO,8,Haas F1 Team,5.0,Finished,1,Finished,0,2018,17,Suzuka,5.0,8,Haas F1 Team,89.678,1,Suzuka
9.0,OCO,31,Racing Point,11.0,Finished,1,Finished,0,2018,17,Suzuka,8.0,31,Racing Point,89.538,1,Suzuka
10.0,SAI,55,Renault,13.0,+1 Lap,0,Other,0,2018,17,Suzuka,13.0,55,Renault,90.236,1,Suzuka
11.0,GAS,10,Toro Rosso,7.0,+1 Lap,0,Other,0,2018,17,Suzuka,7.0,10,Toro Rosso,89.81,1,Suzuka
12.0,ERI,9,Sauber,20.0,+1 Lap,0,Other,0,2018,17,Suzuka,20.0,9,Sauber,91.213,1,Suzuka
13.0,HAR,28,Toro Rosso,6.0,+1 Lap,0,Other,0,2018,17,Suzuka,6.0,28,Toro Rosso,89.848,1,Suzuka
14.0,ALO,14,McLaren,18.0,+1 Lap,0,Other,0,2018,17,Suzuka,18.0,14,McLaren,90.573,1,Suzuka
15.0,VAN,2,McLaren,19.0,+1 Lap,0,Other,0,2018,17,Suzuka,19.0,2,McLaren,91.041,1,Suzuka
16.0,SIR,35,Williams,17.0,+1 Lap,0,Other,0,2018,17,Suzuka,17.0,35,Williams,90.372,1,Suzuka
17.0,STR,18,Williams,14.0,+1 Lap,0,Other,0,2018,17,Suzuka,14.0,18,Williams,90.317,1,Suzuka
18.0,LEC,16,Sauber,10.0,Mechanical,0,Other,0,2018,17,Suzuka,11.0,16,Sauber,89.706,1,Suzuka
19.0,HUL,27,Renault,16.0,Engine,0,Mechanical,0,2018,17,Suzuka,16.0,27,Renault,90.361,1,Suzuka
20.0,MAG,20,Haas F1 Team,12.0,Collision damage,0,Other,0,2018,17,Suzuka,12.0,20,Haas F1 Team,90.219,1,Suzuka
1.0,RAI,7,Ferrari,2.0,Finished,1,Finished,0,2018,18,Austin,3.0,7,Ferrari,92.307,0,Austin
2.0,VER,33,Red Bull Racing,18.0,Finished,1,Finished,0,2018,18,Austin,15.0,33,Red Bull Racing,94.766,0,Austin
3.0,HAM,44,Mercedes,1.0,Finished,1,Finished,0,2018,18,Austin,1.0,44,Mercedes,92.237,0,Austin
4.0,VET,5,Ferrari,5.0,Finished,1,Finished,0,2018,18,Austin,2.0,5,Ferrari,92.298,0,Austin
5.0,BOT,77,Mercedes,3.0,Finished,1,Finished,0,2018,18,Austin,4.0,77,Mercedes,92.616,0,Austin
6.0,HUL,27,Renault,7.0,Finished,1,Finished,0,2018,18,Austin,7.0,27,Renault,94.215,0,Austin
7.0,SAI,55,Renault,11.0,Finished,1,Finished,0,2018,18,Austin,11.0,55,Renault,94.566,0,Austin
8.0,PER,11,Racing Point,10.0,Finished,1,Finished,0,2018,18,Austin,10.0,11,Racing Point,94.525,0,Austin
9.0,HAR,28,Toro Rosso,20.0,+1 Lap,0,Other,0,2018,18,Austin,14.0,28,Toro Rosso,95.206,0,Austin
10.0,ERI,9,Sauber,16.0,+1 Lap,0,Other,0,2018,18,Austin,19.0,9,Sauber,95.536,0,Austin
11.0,VAN,2,McLaren,17.0,+1 Lap,0,Other,0,2018,18,Austin,20.0,2,McLaren,95.735,0,Austin
12.0,GAS,10,Toro Rosso,19.0,+1 Lap,0,Other,0,2018,18,Austin,13.0,10,Toro Rosso,94.85,0,Austin
13.0,SIR,35,Williams,14.0,+1 Lap,0,Other,0,2018,18,Austin,17.0,35,Williams,95.362,0,Austin
14.0,STR,18,Williams,15.0,+2 Laps,0,Other,0,2018,18,Austin,18.0,18,Williams,95.48,0,Austin
15.0,LEC,16,Sauber,9.0,Collision damage,0,Other,0,2018,18,Austin,9.0,16,Sauber,94.255,0,Austin
16.0,RIC,3,Red Bull Racing,4.0,Battery,0,Other,0,2018,18,Austin,5.0,3,Red Bull Racing,93.494,0,Austin
17.0,GRO,8,Haas F1 Team,8.0,Collision damage,0,Other,0,2018,18,Austin,8.0,8,Haas F1 Team,94.25,0,Austin
18.0,ALO,14,McLaren,13.0,Collision,0,Other,0,2018,18,Austin,16.0,14,McLaren,95.294,0,Austin
19.0,OCO,31,Racing Point,6.0,Disqualified,0,Other,0,2018,18,Austin,6.0,31,Racing Point,94.145,0,Austin
20.0,MAG,20,Haas F1 Team,12.0,Disqualified,0,Other,0,2018,18,Austin,12.0,20,Haas F1 Team,94.732,0,Austin
1.0,VER,33,Red Bull Racing,2.0,Finished,1,Finished,0,2018,19,Mexico City,2.0,33,Red Bull Racing,74.785,1,Mexico City
2.0,VET,5,Ferrari,4.0,Finished,1,Finished,0,2018,19,Mexico City,4.0,5,Ferrari,74.97,1,Mexico City
3.0,RAI,7,Ferrari,6.0,Finished,1,Finished,0,2018,19,Mexico City,6.0,7,Ferrari,75.33,1,Mexico City
4.0,HAM,44,Mercedes,3.0,Finished,1,Finished,0,2018,19,Mexico City,3.0,44,Mercedes,74.894,1,Mexico City
5.0,BOT,77,Mercedes,5.0,+1 Lap,0,Other,0,2018,19,Mexico City,5.0,77,Mercedes,75.16,1,Mexico City
6.0,HUL,27,Renault,7.0,+2 Laps,0,Other,0,2018,19,Mexico City,7.0,27,Renault,75.827,1,Mexico City
7.0,LEC,16,Sauber,9.0,+2 Laps,0,Other,0,2018,19,Mexico City,9.0,16,Sauber,76.189,1,Mexico City
8.0,VAN,2,McLaren,15.0,+2 Laps,0,Other,0,2018,19,Mexico City,17.0,2,McLaren,76.966,1,Mexico City
9.0,ERI,9,Sauber,10.0,+2 Laps,0,Other,0,2018,19,Mexico City,10.0,9,Sauber,76.513,1,Mexico City
10.0,GAS,10,Toro Rosso,20.0,+2 Laps,0,Other,0,2018,19,Mexico City,15.0,10,Toro Rosso,76.828,1,Mexico City
11.0,OCO,31,Racing Point,11.0,+2 Laps,0,Other,0,2018,19,Mexico City,11.0,31,Racing Point,76.252,1,Mexico City
12.0,STR,18,Williams,17.0,+2 Laps,0,Other,0,2018,19,Mexico City,19.0,18,Williams,77.689,1,Mexico City
13.0,SIR,35,Williams,19.0,+2 Laps,0,Other,0,2018,19,Mexico City,20.0,35,Williams,77.886,1,Mexico City
14.0,HAR,28,Toro Rosso,14.0,+2 Laps,0,Other,0,2018,19,Mexico City,14.0,28,Toro Rosso,76.682,1,Mexico City
15.0,MAG,20,Haas F1 Team,16.0,+2 Laps,0,Other,0,2018,19,Mexico City,18.0,20,Haas F1 Team,77.599,1,Mexico City
16.0,GRO,8,Haas F1 Team,18.0,+3 Laps,0,Other,0,2018,19,Mexico City,16.0,8,Haas F1 Team,76.911,1,Mexico City
17.0,RIC,3,Red Bull Racing,1.0,Engine,0,Mechanical,0,2018,19,Mexico City,1.0,3,Red Bull Racing,74.759,1,Mexico City
18.0,PER,11,Racing Point,13.0,Brakes,0,Other,0,2018,19,Mexico City,13.0,11,Racing Point,76.242,1,Mexico City
19.0,SAI,55,Renault,8.0,Suspension,0,Other,0,2018,19,Mexico City,8.0,55,Renault,76.084,1,Mexico City
20.0,ALO,14,McLaren,12.0,Engine,0,Mechanical,0,2018,19,Mexico City,12.0,14,McLaren,76.857,1,Mexico City
1.0,HAM,44,Mercedes,1.0,Finished,1,Finished,0,2018,20,São Paulo,1.0,44,Mercedes,67.281,1,São Paulo
2.0,VER,33,Red Bull Racing,5.0,Finished,1,Finished,0,2018,20,São Paulo,5.0,33,Red Bull Racing,67.778,1,São Paulo
3.0,RAI,7,Ferrari,4.0,Finished,1,Finished,0,2018,20,São Paulo,4.0,7,Ferrari,67.456,1,São Paulo
4.0,RIC,3,Red Bull Racing,11.0,Finished,1,Finished,0,2018,20,São Paulo,6.0,3,Red Bull Racing,67.78,1,São Paulo
5.0,BOT,77,Mercedes,3.0,Finished,1,Finished,0,2018,20,São Paulo,3.0,77,Mercedes,67.441,1,São Paulo
6.0,VET,5,Ferrari,2.0,Finished,1,Finished,0,2018,20,São Paulo,2.0,5,Ferrari,67.374,1,São Paulo
7.0,LEC,16,Sauber,7.0,Finished,1,Finished,0,2018,20,São Paulo,8.0,16,Sauber,68.335,1,São Paulo
8.0,GRO,8,Haas F1 Team,8.0,Finished,1,Finished,0,2018,20,São Paulo,9.0,8,Haas F1 Team,68.239,1,São Paulo
9.0,MAG,20,Haas F1 Team,10.0,Finished,1,Finished,0,2018,20,São Paulo,11.0,20,Haas F1 Team,68.474,1,São Paulo
10.0,PER,11,Racing Point,12.0,+1 Lap,0,Other,0,2018,20,São Paulo,12.0,11,Racing Point,68.741,1,São Paulo
11.0,HAR,28,Toro Rosso,16.0,+1 Lap,0,Other,0,2018,20,São Paulo,17.0,28,Toro Rosso,69.28,1,São Paulo
12.0,SAI,55,Renault,15.0,+1 Lap,0,Other,0,2018,20,São Paulo,16.0,55,Renault,69.269,1,São Paulo
13.0,GAS,10,Toro Rosso,9.0,+1 Lap,0,Other,0,2018,20,São Paulo,10.0,10,Toro Rosso,68.616,1,São Paulo
14.0,VAN,2,McLaren,20.0,+1 Lap,0,Other,0,2018,20,São Paulo,20.0,2,McLaren,69.601,1,São Paulo
15.0,OCO,31,Racing Point,18.0,+1 Lap,0,Other,0,2018,20,São Paulo,13.0,31,Racing Point,68.77,1,São Paulo
16.0,SIR,35,Williams,14.0,+2 Laps,0,Other,0,2018,20,São Paulo,15.0,35,Williams,69.259,1,São Paulo
17.0,ALO,14,McLaren,17.0,+2 Laps,0,Other,0,2018,20,São Paulo,18.0,14,McLaren,69.402,1,São Paulo
