Position_race,Abbreviation,DriverNumber_race,TeamName_race,GridPosition,Status,IsFinished,RetirementCategory,IsWetRace,Year,Round,Circuit_race,Position_quali,DriverNumber_quali,TeamName_quali,BestLap_Sec,IsWetQuali,Circuit_quali
15.0,NOR,4,McLaren,14.0,Finished,1,Finished,0,2022,9,Montréal,14.0,4,McLaren,94.066,1,Montréal
16.0,LAT,6,Williams,18.0,Finished,1,Finished,0,2022,9,Montréal,19.0,6,Williams,95.66,1,Montréal
17.0,MAG,20,Haas F1 Team,5.0,Finished,1,Finished,0,2022,9,Montréal,5.0,20,Haas F1 Team,82.96,1,Montréal
18.0,TSU,22,AlphaTauri,20.0,Accident,0,Crash,0,2022,9,Montréal,20.0,22,AlphaTauri,96.575,1,Montréal
19.0,MSC,47,Haas F1 Team,6.0,Engine,0,Mechanical,0,2022,9,Montréal,6.0,47,Haas F1 Team,83.356,1,Montréal
20.0,PER,11,Red Bull Racing,13.0,Gearbox,0,Mechanical,0,2022,9,Montréal,13.0,11,Red Bull Racing,93.127,1,Montréal
1.0,SAI,55,Ferrari,1.0,Finished,1,Finished,1,2022,10,Silverstone,1.0,55,Ferrari,100.19,1,Silverstone
2.0,PER,11,Red Bull Racing,4.0,Finished,1,Finished,1,2022,10,Silverstone,4.0,11,Red Bull Racing,100.521,1,Silverstone
3.0,HAM,44,Mercedes,5.0,Finished,1,Finished,1,2022,10,Silverstone,5.0,44,Mercedes,100.428,1,Silverstone
4.0,LEC,16,Ferrari,3.0,Finished,1,Finished,1,2022,10,Silverstone,3.0,16,Ferrari,99.846,1,Silverstone
5.0,ALO,14,Alpine,7.0,Finished,1,Finished,1,2022,10,Silverstone,7.0,14,Alpine,101.598,1,Silverstone
6.0,NOR,4,McLaren,6.0,Finished,1,Finished,1,2022,10,Silverstone,6.0,4,McLaren,101.515,1,Silverstone
7.0,VER,1,Red Bull Racing,2.0,Finished,1,Finished,1,2022,10,Silverstone,2.0,1,Red Bull Racing,99.129,1,Silverstone
8.0,MSC,47,Haas F1 Team,19.0,Finished,1,Finished,1,2022,10,Silverstone,19.0,47,Haas F1 Team,102.708,1,Silverstone
9.0,VET,5,Aston Martin,18.0,Finished,1,Finished,1,2022,10,Silverstone,18.0,5,Aston Martin,102.666,1,Silverstone
10.0,MAG,20,Haas F1 Team,17.0,Finished,1,Finished,1,2022,10,Silverstone,17.0,20,Haas F1 Team,102.159,1,Silverstone
11.0,STR,18,Aston Martin,20.0,Finished,1,Finished,1,2022,10,Silverstone,20.0,18,Aston Martin,103.43,1,Silverstone
12.0,LAT,6,Williams,10.0,Finished,1,Finished,1,2022,10,Silverstone,10.0,6,Williams,101.998,1,Silverstone
13.0,RIC,3,McLaren,14.0,Finished,1,Finished,1,2022,10,Silverstone,14.0,3,McLaren,101.933,1,Silverstone
14.0,TSU,22,AlphaTauri,13.0,Finished,1,Finished,1,2022,10,Silverstone,13.0,22,AlphaTauri,101.893,1,Silverstone
15.0,OCO,31,Alpine,15.0,Fuel pump,0,Other,1,2022,10,Silverstone,15.0,31,Alpine,101.73,1,Silverstone
16.0,GAS,10,AlphaTauri,11.0,Collision damage,0,Other,1,2022,10,Silverstone,11.0,10,AlphaTauri,101.68,1,Silverstone
17.0,BOT,77,Alfa Romeo,12.0,Gearbox,0,Mechanical,1,2022,10,Silverstone,12.0,77,Alfa Romeo,101.396,1,Silverstone
18.0,RUS,63,Mercedes,8.0,Collision,0,Other,1,2022,10,Silverstone,8.0,63,Mercedes,100.028,1,Silverstone
19.0,ZHO,24,Alfa Romeo,9.0,Collision,0,Other,1,2022,10,Silverstone,9.0,24,Alfa Romeo,100.791,1,Silverstone
20.0,ALB,23,Williams,16.0,Collision,0,Other,1,2022,10,Silverstone,16.0,23,Williams,102.078,1,Silverstone
1.0,LEC,16,Ferrari,2.0,Finished,1,Finished,0,2022,11,Spielberg,2.0,16,Ferrari,65.013,0,Spielberg
2.0,VER,1,Red Bull Racing,1.0,Finished,1,Finished,0,2022,11,Spielberg,1.0,1,Red Bull Racing,64.984,0,Spielberg
3.0,HAM,44,Mercedes,8.0,Finished,1,Finished,0,2022,11,Spielberg,9.0,44,Mercedes,65.475,0,Spielberg
4.0,RUS,63,Mercedes,4.0,Finished,1,Finished,0,2022,11,Spielberg,4.0,63,Mercedes,65.431,0,Spielberg
5.0,OCO,31,Alpine,6.0,Finished,1,Finished,0,2022,11,Spielberg,5.0,31,Alpine,65.726,0,Spielberg
6.0,MSC,47,Haas F1 Team,9.0,+1 Lap,0,Other,0,2022,11,Spielberg,7.0,47,Haas F1 Team,66.011,0,Spielberg
7.0,NOR,4,McLaren,10.0,+1 Lap,0,Other,0,2022,11,Spielberg,15.0,4,McLaren,66.33,0,Spielberg
8.0,MAG,20,Haas F1 Team,7.0,+1 Lap,0,Other,0,2022,11,Spielberg,6.0,20,Haas F1 Team,65.879,0,Spielberg
9.0,RIC,3,McLaren,11.0,+1 Lap,0,Other,0,2022,11,Spielberg,16.0,3,McLaren,66.613,0,Spielberg
10.0,ALO,14,Alpine,19.0,+1 Lap,0,Other,0,2022,11,Spielberg,8.0,14,Alpine,66.016,0,Spielberg
11.0,BOT,77,Alfa Romeo,0.0,+1 Lap,0,Other,0,2022,11,Spielberg,12.0,77,Alfa Romeo,66.319,0,Spielberg
12.0,ALB,23,Williams,15.0,+1 Lap,0,Other,0,2022,11,Spielberg,11.0,23,Williams,66.23,0,Spielberg
13.0,STR,18,Aston Martin,12.0,+1 Lap,0,Other,0,2022,11,Spielberg,17.0,18,Aston Martin,66.847,0,Spielberg
14.0,ZHO,24,Alfa Romeo,13.0,+1 Lap,0,Other,0,2022,11,Spielberg,18.0,24,Alfa Romeo,66.901,0,Spielberg
15.0,GAS,10,AlphaTauri,14.0,+1 Lap,0,Other,0,2022,11,Spielberg,10.0,10,AlphaTauri,66.16,0,Spielberg
16.0,TSU,22,AlphaTauri,16.0,+1 Lap,0,Other,0,2022,11,Spielberg,14.0,22,AlphaTauri,66.463,0,Spielberg
17.0,VET,5,Aston Martin,18.0,+1 Lap,0,Other,0,2022,11,Spielberg,20.0,5,Aston Martin,67.083,0,Spielberg
18.0,SAI,55,Ferrari,3.0,Power Unit,0,Other,0,2022,11,Spielberg,3.0,55,Ferrari,65.066,0,Spielberg
19.0,LAT,6,Williams,17.0,Undertray,0,Other,0,2022,11,Spielberg,19.0,6,Williams,67.003,0,Spielberg
20.0,PER,11,Red Bull Racing,5.0,Collision damage,0,Other,0,2022,11,Spielberg,13.0,11,Red Bull Racing,65.404,0,Spielberg
1.0,VER,1,Red Bull Racing,2.0,Finished,1,Finished,0,2022,12,Le Castellet,2.0,1,Red Bull Racing,91.176,0,Le Castellet
2.0,HAM,44,Mercedes,4.0,Finished,1,Finished,0,2022,12,Le Castellet,4.0,44,Mercedes,91.765,0,Le Castellet
3.0,RUS,63,Mercedes,6.0,Finished,1,Finished,0,2022,12,Le Castellet,6.0,63,Mercedes,92.131,0,Le Castellet
4.0,PER,11,Red Bull Racing,3.0,Finished,1,Finished,0,2022,12,Le Castellet,3.0,11,Red Bull Racing,91.335,0,Le Castellet
5.0,SAI,55,Ferrari,19.0,Finished,1,Finished,0,2022,12,Le Castellet,9.0,55,Ferrari,91.081,0,Le Castellet
6.0,ALO,14,Alpine,7.0,Finished,1,Finished,0,2022,12,Le Castellet,7.0,14,Alpine,92.552,0,Le Castellet
7.0,NOR,4,McLaren,5.0,Finished,1,Finished,0,2022,12,Le Castellet,5.0,4,McLaren,92.032,0,Le Castellet
8.0,OCO,31,Alpine,10.0,Finished,1,Finished,0,2022,12,Le Castellet,12.0,31,Alpine,93.048,0,Le Castellet
9.0,RIC,3,McLaren,9.0,Finished,1,Finished,0,2022,12,Le Castellet,11.0,3,McLaren,92.922,0,Le Castellet
10.0,STR,18,Aston Martin,15.0,Finished,1,Finished,0,2022,12,Le Castellet,17.0,18,Aston Martin,93.439,0,Le Castellet
11.0,VET,5,Aston Martin,12.0,Finished,1,Finished,0,2022,12,Le Castellet,14.0,5,Aston Martin,93.276,0,Le Castellet
12.0,GAS,10,AlphaTauri,14.0,Finished,1,Finished,0,2022,12,Le Castellet,16.0,10,AlphaTauri,93.439,0,Le Castellet
13.0,ALB,23,Williams,13.0,Finished,1,Finished,0,2022,12,Le Castellet,15.0,23,Williams,93.307,0,Le Castellet
14.0,BOT,77,Alfa Romeo,11.0,Finished,1,Finished,0,2022,12,Le Castellet,13.0,77,Alfa Romeo,93.034,0,Le Castellet
15.0,MSC,47,Haas F1 Team,17.0,Finished,1,Finished,0,2022,12,Le Castellet,19.0,47,Haas F1 Team,93.701,0,Le Castellet
16.0,ZHO,24,Alfa Romeo,16.0,+6 Laps,0,Other,0,2022,12,Le Castellet,18.0,24,Alfa Romeo,93.674,0,Le Castellet
17.0,LAT,6,Williams,18.0,Collision damage,0,Other,0,2022,12,Le Castellet,20.0,6,Williams,93.794,0,Le Castellet
18.0,MAG,20,Haas F1 Team,20.0,Collision damage,0,Other,0,2022,12,Le Castellet,10.0,20,Haas F1 Team,92.649,0,Le Castellet
19.0,LEC,16,Ferrari,1.0,Accident,0,Crash,0,2022,12,Le Castellet,1.0,16,Ferrari,90.872,0,Le Castellet
20.0,TSU,22,AlphaTauri,8.0,Undertray,0,Other,0,2022,12,Le Castellet,8.0,22,AlphaTauri,92.78,0,Le Castellet
1.0,VER,1,Red Bull Racing,10.0,Finished,1,Finished,1,2022,13,Budapest,10.0,1,Red Bull Racing,77.703,0,Budapest
2.0,HAM,44,Mercedes,7.0,Finished,1,Finished,1,2022,13,Budapest,7.0,44,Mercedes,78.035,0,Budapest
3.0,RUS,63,Mercedes,1.0,Finished,1,Finished,1,2022,13,Budapest,1.0,63,Mercedes,77.377,0,Budapest
4.0,SAI,55,Ferrari,2.0,Finished,1,Finished,1,2022,13,Budapest,2.0,55,Ferrari,77.421,0,Budapest
5.0,PER,11,Red Bull Racing,11.0,Finished,1,Finished,1,2022,13,Budapest,11.0,11,Red Bull Racing,78.516,0,Budapest
6.0,LEC,16,Ferrari,3.0,Finished,1,Finished,1,2022,13,Budapest,3.0,16,Ferrari,77.567,0,Budapest
7.0,NOR,4,McLaren,4.0,Finished,1,Finished,1,2022,13,Budapest,4.0,4,McLaren,77.769,0,Budapest
8.0,ALO,14,Alpine,6.0,+1 Lap,0,Other,1,2022,13,Budapest,6.0,14,Alpine,77.904,0,Budapest
9.0,OCO,31,Alpine,5.0,+1 Lap,0,Other,1,2022,13,Budapest,5.0,31,Alpine,78.018,0,Budapest
10.0,VET,5,Aston Martin,18.0,+1 Lap,0,Other,1,2022,13,Budapest,18.0,5,Aston Martin,79.273,0,Budapest
11.0,STR,18,Aston Martin,14.0,+1 Lap,0,Other,1,2022,13,Budapest,14.0,18,Aston Martin,79.137,0,Budapest
12.0,GAS,10,AlphaTauri,0.0,+1 Lap,0,Other,1,2022,13,Budapest,19.0,10,AlphaTauri,79.527,0,Budapest
13.0,ZHO,24,Alfa Romeo,12.0,+1 Lap,0,Other,1,2022,13,Budapest,12.0,24,Alfa Romeo,78.573,0,Budapest
14.0,MSC,47,Haas F1 Team,15.0,+1 Lap,0,Other,1,2022,13,Budapest,15.0,47,Haas F1 Team,79.164,0,Budapest
15.0,RIC,3,McLaren,9.0,+1 Lap,0,Other,1,2022,13,Budapest,9.0,3,McLaren,78.198,0,Budapest
16.0,MAG,20,Haas F1 Team,13.0,+1 Lap,0,Other,1,2022,13,Budapest,13.0,20,Haas F1 Team,78.825,0,Budapest
17.0,ALB,23,Williams,17.0,+1 Lap,0,Other,1,2022,13,Budapest,17.0,23,Williams,79.256,0,Budapest
18.0,LAT,6,Williams,19.0,+1 Lap,0,Other,1,2022,13,Budapest,20.0,6,Williams,79.57,0,Budapest
19.0,TSU,22,AlphaTauri,16.0,+2 Laps,0,Other,1,2022,13,Budapest,16.0,22,AlphaTauri,79.24,0,Budapest
20.0,BOT,77,Alfa Romeo,8.0,Power Unit,0,Other,1,2022,13,Budapest,8.0,77,Alfa Romeo,78.157,0,Budapest
1.0,VER,1,Red Bull Racing,14.0,Finished,1,Finished,0,2022,14,Spa-Francorchamps,1.0,1,Red Bull Racing,103.665,0,Spa-Francorchamps
2.0,PER,11,Red Bull Racing,2.0,Finished,1,Finished,0,2022,14,Spa-Francorchamps,3.0,11,Red Bull Racing,104.462,0,Spa-Francorchamps
3.0,SAI,55,Ferrari,1.0,Finished,1,Finished,0,2022,14,Spa-Francorchamps,2.0,55,Ferrari,104.297,0,Spa-Francorchamps
4.0,RUS,63,Mercedes,5.0,Finished,1,Finished,0,2022,14,Spa-Francorchamps,8.0,63,Mercedes,105.461,0,Spa-Francorchamps
5.0,ALO,14,Alpine,3.0,Finished,1,Finished,0,2022,14,Spa-Francorchamps,6.0,14,Alpine,105.368,0,Spa-Francorchamps
6.0,LEC,16,Ferrari,15.0,Finished,1,Finished,0,2022,14,Spa-Francorchamps,4.0,16,Ferrari,104.551,0,Spa-Francorchamps
7.0,OCO,31,Alpine,16.0,Finished,1,Finished,0,2022,14,Spa-Francorchamps,5.0,31,Alpine,105.18,0,Spa-Francorchamps
8.0,VET,5,Aston Martin,10.0,Finished,1,Finished,0,2022,14,Spa-Francorchamps,16.0,5,Aston Martin,106.344,0,Spa-Francorchamps
9.0,GAS,10,AlphaTauri,0.0,Finished,1,Finished,0,2022,14,Spa-Francorchamps,12.0,10,AlphaTauri,105.827,0,Spa-Francorchamps
10.0,ALB,23,Williams,6.0,Finished,1,Finished,0,2022,14,Spa-Francorchamps,9.0,23,Williams,105.672,0,Spa-Francorchamps
11.0,STR,18,Aston Martin,9.0,Finished,1,Finished,0,2022,14,Spa-Francorchamps,14.0,18,Aston Martin,106.256,0,Spa-Francorchamps
12.0,NOR,4,McLaren,17.0,Finished,1,Finished,0,2022,14,Spa-Francorchamps,10.0,4,McLaren,105.603,0,Spa-Francorchamps
13.0,TSU,22,AlphaTauri,0.0,Finished,1,Finished,0,2022,14,Spa-Francorchamps,19.0,22,AlphaTauri,106.692,0,Spa-Francorchamps
14.0,ZHO,24,Alfa Romeo,18.0,Finished,1,Finished,0,2022,14,Spa-Francorchamps,13.0,24,Alfa Romeo,106.085,0,Spa-Francorchamps
15.0,RIC,3,McLaren,7.0,Finished,1,Finished,0,2022,14,Spa-Francorchamps,11.0,3,McLaren,105.767,0,Spa-Francorchamps
16.0,MAG,20,Haas F1 Team,12.0,+1 Lap,0,Other,0,2022,14,Spa-Francorchamps,18.0,20,Haas F1 Team,106.557,0,Spa-Francorchamps
17.0,MSC,47,Haas F1 Team,19.0,+1 Lap,0,Other,0,2022,14,Spa-Francorchamps,15.0,47,Haas F1 Team,106.342,0,Spa-Francorchamps
18.0,LAT,6,Williams,11.0,+1 Lap,0,Other,0,2022,14,Spa-Francorchamps,17.0,6,Williams,106.401,0,Spa-Francorchamps
19.0,BOT,77,Alfa Romeo,13.0,Accident,0,Crash,0,2022,14,Spa-Francorchamps,20.0,77,Alfa Romeo,107.866,0,Spa-Francorchamps
20.0,HAM,44,Mercedes,4.0,Collision damage,0,Other,0,2022,14,Spa-Francorchamps,7.0,44,Mercedes,105.42,0,Spa-Francorchamps
1.0,VER,1,Red Bull Racing,1.0,Finished,1,Finished,0,2022,15,Zandvoort,1.0,1,Red Bull Racing,70.342,0,Zandvoort
2.0,RUS,63,Mercedes,6.0,Finished,1,Finished,0,2022,15,Zandvoort,6.0,63,Mercedes,70.824,0,Zandvoort
3.0,LEC,16,Ferrari,2.0,Finished,1,Finished,0,2022,15,Zandvoort,2.0,16,Ferrari,70.363,0,Zandvoort
4.0,HAM,44,Mercedes,4.0,Finished,1,Finished,0,2022,15,Zandvoort,4.0,44,Mercedes,70.648,0,Zandvoort
5.0,PER,11,Red Bull Racing,5.0,Finished,1,Finished,0,2022,15,Zandvoort,5.0,11,Red Bull Racing,71.077,0,Zandvoort
6.0,ALO,14,Alpine,13.0,Finished,1,Finished,0,2022,15,Zandvoort,13.0,14,Alpine,71.613,0,Zandvoort
7.0,NOR,4,McLaren,7.0,Finished,1,Finished,0,2022,15,Zandvoort,7.0,4,McLaren,71.116,0,Zandvoort
8.0,SAI,55,Ferrari,3.0,Finished,1,Finished,0,2022,15,Zandvoort,3.0,55,Ferrari,70.434,0,Zandvoort
9.0,OCO,31,Alpine,12.0,Finished,1,Finished,0,2022,15,Zandvoort,12.0,31,Alpine,71.605,0,Zandvoort
10.0,STR,18,Aston Martin,10.0,Finished,1,Finished,0,2022,15,Zandvoort,10.0,18,Aston Martin,71.416,0,Zandvoort
11.0,GAS,10,AlphaTauri,11.0,Finished,1,Finished,0,2022,15,Zandvoort,11.0,10,AlphaTauri,71.512,0,Zandvoort
12.0,ALB,23,Williams,15.0,Finished,1,Finished,0,2022,15,Zandvoort,15.0,23,Williams,71.695,0,Zandvoort
13.0,MSC,47,Haas F1 Team,8.0,Finished,1,Finished,0,2022,15,Zandvoort,8.0,47,Haas F1 Team,71.42,0,Zandvoort
14.0,VET,5,Aston Martin,19.0,Finished,1,Finished,0,2022,15,Zandvoort,19.0,5,Aston Martin,72.391,0,Zandvoort
15.0,MAG,20,Haas F1 Team,18.0,Finished,1,Finished,0,2022,15,Zandvoort,18.0,20,Haas F1 Team,72.319,0,Zandvoort
16.0,ZHO,24,Alfa Romeo,14.0,Finished,1,Finished,0,2022,15,Zandvoort,14.0,24,Alfa Romeo,71.704,0,Zandvoort
17.0,RIC,3,McLaren,17.0,Finished,1,Finished,0,2022,15,Zandvoort,17.0,3,McLaren,72.081,0,Zandvoort
18.0,LAT,6,Williams,20.0,+1 Lap,0,Other,0,2022,15,Zandvoort,20.0,6,Williams,73.353,0,Zandvoort
19.0,BOT,77,Alfa Romeo,16.0,Engine,0,Mechanical,0,2022,15,Zandvoort,16.0,77,Alfa Romeo,71.961,0,Zandvoort
20.0,TSU,22,AlphaTauri,9.0,Differential,0,Other,0,2022,15,Zandvoort,9.0,22,AlphaTauri,71.427,0,Zandvoort
1.0,VER,1,Red Bull Racing,7.0,Finished,1,Finished,0,2022,16,Monza,2.0,1,Red Bull Racing,80.306,0,Monza
2.0,LEC,16,Ferrari,1.0,Finished,1,Finished,0,2022,16,Monza,1.0,16,Ferrari,80.161,0,Monza
3.0,RUS,63,Mercedes,2.0,Finished,1,Finished,0,2022,16,Monza,6.0,63,Mercedes,81.542,0,Monza
4.0,SAI,55,Ferrari,18.0,Finished,1,Finished,0,2022,16,Monza,3.0,55,Ferrari,80.429,0,Monza
5.0,HAM,44,Mercedes,19.0,Finished,1,Finished,0,2022,16,Monza,5.0,44,Mercedes,81.524,0,Monza
6.0,PER,11,Red Bull Racing,13.0,Finished,1,Finished,0,2022,16,Monza,4.0,11,Red Bull Racing,81.206,0,Monza
7.0,NOR,4,McLaren,3.0,Finished,1,Finished,0,2022,16,Monza,7.0,4,McLaren,81.584,0,Monza
8.0,GAS,10,AlphaTauri,5.0,Finished,1,Finished,0,2022,16,Monza,9.0,10,AlphaTauri,82.01,0,Monza
9.0,DEV,45,Williams,8.0,Finished,1,Finished,0,2022,16,Monza,13.0,45,Williams,82.471,0,Monza
10.0,ZHO,24,Alfa Romeo,9.0,Finished,1,Finished,0,2022,16,Monza,14.0,24,Alfa Romeo,82.003,0,Monza
11.0,OCO,31,Alpine,14.0,Finished,1,Finished,0,2022,16,Monza,11.0,31,Alpine,82.13,0,Monza
12.0,MSC,47,Haas F1 Team,17.0,Finished,1,Finished,0,2022,16,Monza,20.0,47,Haas F1 Team,83.005,0,Monza
13.0,BOT,77,Alfa Romeo,15.0,+1 Lap,0,Other,0,2022,16,Monza,12.0,77,Alfa Romeo,82.235,0,Monza
14.0,TSU,22,AlphaTauri,20.0,+1 Lap,0,Other,0,2022,16,Monza,15.0,22,AlphaTauri,82.02,0,Monza
15.0,LAT,6,Williams,10.0,+1 Lap,0,Other,0,2022,16,Monza,16.0,6,Williams,82.587,0,Monza
16.0,MAG,20,Haas F1 Team,16.0,+1 Lap,0,Other,0,2022,16,Monza,19.0,20,Haas F1 Team,82.908,0,Monza
17.0,RIC,3,McLaren,4.0,Oil leak,0,Other,0,2022,16,Monza,8.0,3,McLaren,81.855,0,Monza
18.0,STR,18,Aston Martin,12.0,Engine,0,Mechanical,0,2022,16,Monza,18.0,18,Aston Martin,82.748,0,Monza
19.0,ALO,14,Alpine,6.0,Water pressure,0,Other,0,2022,16,Monza,10.0,14,Alpine,81.861,0,Monza
20.0,VET,5,Aston Martin,11.0,Engine,0,Mechanical,0,2022,16,Monza,17.0,5,Aston Martin,82.636,0,Monza
1.0,PER,11,Red Bull Racing,2.0,Finished,1,Finished,1,2022,17,Marina Bay,2.0,11,Red Bull Racing,109.434,0,Marina Bay
2.0,LEC,16,Ferrari,1.0,Finished,1,Finished,1,2022,17,Marina Bay,1.0,16,Ferrari,109.412,0,Marina Bay
3.0,SAI,55,Ferrari,4.0,Finished,1,Finished,1,2022,17,Marina Bay,4.0,55,Ferrari,109.583,0,Marina Bay
4.0,NOR,4,McLaren,6.0,Finished,1,Finished,1,2022,17,Marina Bay,6.0,4,McLaren,110.584,0,Marina Bay
5.0,RIC,3,McLaren,16.0,Finished,1,Finished,1,2022,17,Marina Bay,17.0,3,McLaren,116.226,0,Marina Bay
6.0,STR,18,Aston Martin,11.0,Finished,1,Finished,1,2022,17,Marina Bay,12.0,18,Aston Martin,114.211,0,Marina Bay
7.0,VER,1,Red Bull Racing,8.0,Finished,1,Finished,1,2022,17,Marina Bay,8.0,1,Red Bull Racing,111.395,0,Marina Bay
8.0,VET,5,Aston Martin,13.0,Finished,1,Finished,1,2022,17,Marina Bay,14.0,5,Aston Martin,114.38,0,Marina Bay
9.0,HAM,44,Mercedes,3.0,Finished,1,Finished,1,2022,17,Marina Bay,3.0,44,Mercedes,109.466,0,Marina Bay
10.0,GAS,10,AlphaTauri,7.0,Finished,1,Finished,1,2022,17,Marina Bay,7.0,10,AlphaTauri,111.211,0,Marina Bay
11.0,BOT,77,Alfa Romeo,15.0,Finished,1,Finished,1,2022,17,Marina Bay,16.0,77,Alfa Romeo,116.083,0,Marina Bay
12.0,MAG,20,Haas F1 Team,9.0,Finished,1,Finished,1,2022,17,Marina Bay,9.0,20,Haas F1 Team,111.573,0,Marina Bay
13.0,MSC,47,Haas F1 Team,12.0,+1 Lap,0,Other,1,2022,17,Marina Bay,13.0,47,Haas F1 Team,114.37,0,Marina Bay
14.0,RUS,63,Mercedes,0.0,+2 Laps,0,Other,1,2022,17,Marina Bay,11.0,63,Mercedes,114.012,0,Marina Bay
15.0,TSU,22,AlphaTauri,10.0,Accident,0,Crash,1,2022,17,Marina Bay,10.0,22,AlphaTauri,111.983,0,Marina Bay
16.0,OCO,31,Alpine,17.0,Engine,0,Mechanical,1,2022,17,Marina Bay,18.0,31,Alpine,116.337,0,Marina Bay
17.0,ALB,23,Williams,18.0,Collision damage,0,Other,1,2022,17,Marina Bay,19.0,23,Williams,116.985,0,Marina Bay
18.0,ALO,14,Alpine,5.0,Engine,0,Mechanical,1,2022,17,Marina Bay,5.0,14,Alpine,109.966,0,Marina Bay
19.0,LAT,6,Williams,19.0,Collision damage,0,Other,1,2022,17,Marina Bay,20.0,6,Williams,117.532,0,Marina Bay
20.0,ZHO,24,Alfa Romeo,14.0,Collision,0,Other,1,2022,17,Marina Bay,15.0,24,Alfa Romeo,115.375,0,Marina Bay
1.0,VER,1,Red Bull Racing,1.0,Finished,1,Finished,1,2022,18,Suzuka,1.0,1,Red Bull Racing,89.304,0,Suzuka
2.0,PER,11,Red Bull Racing,4.0,Finished,1,Finished,1,2022,18,Suzuka,4.0,11,Red Bull Racing,89.709,0,Suzuka
3.0,LEC,16,Ferrari,2.0,Finished,1,Finished,1,2022,18,Suzuka,2.0,16,Ferrari,89.314,0,Suzuka
4.0,OCO,31,Alpine,5.0,Finished,1,Finished,1,2022,18,Suzuka,5.0,31,Alpine,90.165,0,Suzuka
5.0,HAM,44,Mercedes,6.0,Finished,1,Finished,1,2022,18,Suzuka,6.0,44,Mercedes,90.261,0,Suzuka
6.0,VET,5,Aston Martin,9.0,Finished,1,Finished,1,2022,18,Suzuka,9.0,5,Aston Martin,90.554,0,Suzuka
7.0,ALO,14,Alpine,7.0,Finished,1,Finished,1,2022,18,Suzuka,7.0,14,Alpine,90.322,0,Suzuka
8.0,RUS,63,Mercedes,8.0,Finished,1,Finished,1,2022,18,Suzuka,8.0,63,Mercedes,90.389,0,Suzuka
9.0,LAT,6,Williams,20.0,Finished,1,Finished,1,2022,18,Suzuka,20.0,6,Williams,91.511,0,Suzuka
10.0,NOR,4,McLaren,10.0,Finished,1,Finished,1,2022,18,Suzuka,10.0,4,McLaren,90.473,0,Suzuka
11.0,RIC,3,McLaren,11.0,Finished,1,Finished,1,2022,18,Suzuka,11.0,3,McLaren,90.659,0,Suzuka
12.0,STR,18,Aston Martin,19.0,Finished,1,Finished,1,2022,18,Suzuka,19.0,18,Aston Martin,91.419,0,Suzuka
13.0,TSU,22,AlphaTauri,13.0,Finished,1,Finished,1,2022,18,Suzuka,13.0,22,AlphaTauri,90.808,0,Suzuka
14.0,MAG,20,Haas F1 Team,18.0,Finished,1,Finished,1,2022,18,Suzuka,18.0,20,Haas F1 Team,91.352,0,Suzuka
15.0,BOT,77,Alfa Romeo,12.0,Finished,1,Finished,1,2022,18,Suzuka,12.0,77,Alfa Romeo,90.709,0,Suzuka
16.0,ZHO,24,Alfa Romeo,14.0,Finished,1,Finished,1,2022,18,Suzuka,14.0,24,Alfa Romeo,90.894,0,Suzuka
17.0,MSC,47,Haas F1 Team,15.0,Finished,1,Finished,1,2022,18,Suzuka,15.0,47,Haas F1 Team,91.152,0,Suzuka
18.0,GAS,10,AlphaTauri,17.0,Finished,1,Finished,1,2022,18,Suzuka,17.0,10,AlphaTauri,91.322,0,Suzuka
19.0,SAI,55,Ferrari,3.0,Accident,0,Crash,1,2022,18,Suzuka,3.0,55,Ferrari,89.361,0,Suzuka
20.0,ALB,23,Williams,16.0,Hydraulics,0,Other,1,2022,18,Suzuka,16.0,23,Williams,91.311,0,Suzuka
1.0,VER,1,Red Bull Racing,2.0,Finished,1,Finished,0,2022,19,Austin,3.0,1,Red Bull Racing,94.448,0,Austin
2.0,HAM,44,Mercedes,3.0,Finished,1,Finished,0,2022,19,Austin,5.0,44,Mercedes,94.947,0,Austin
3.0,LEC,16,Ferrari,12.0,Finished,1,Finished,0,2022,19,Austin,2.0,16,Ferrari,94.421,0,Austin
4.0,PER,11,Red Bull Racing,9.0,Finished,1,Finished,0,2022,19,Austin,4.0,11,Red Bull Racing,94.645,0,Austin
5.0,RUS,63,Mercedes,4.0,Finished,1,Finished,0,2022,19,Austin,6.0,63,Mercedes,94.988,0,Austin
6.0,NOR,4,McLaren,6.0,Finished,1,Finished,0,2022,19,Austin,8.0,4,McLaren,95.69,0,Austin
7.0,ALO,14,Alpine,14.0,Finished,1,Finished,0,2022,19,Austin,9.0,14,Alpine,95.876,0,Austin
8.0,VET,5,Aston Martin,10.0,Finished,1,Finished,0,2022,19,Austin,12.0,5,Aston Martin,96.398,0,Austin
9.0,MAG,20,Haas F1 Team,13.0,Finished,1,Finished,0,2022,19,Austin,16.0,20,Haas F1 Team,96.949,0,Austin
10.0,TSU,22,AlphaTauri,19.0,Finished,1,Finished,0,2022,19,Austin,15.0,22,AlphaTauri,96.808,0,Austin
11.0,OCO,31,Alpine,0.0,Finished,1,Finished,0,2022,19,Austin,18.0,31,Alpine,97.068,0,Austin
12.0,ZHO,24,Alfa Romeo,18.0,Finished,1,Finished,0,2022,19,Austin,14.0,24,Alfa Romeo,96.656,0,Austin
13.0,ALB,23,Williams,8.0,Finished,1,Finished,0,2022,19,Austin,11.0,23,Williams,96.368,0,Austin
