Position_race,Abbreviation,DriverNumber_race,TeamName_race,GridPosition,Status,IsFinished,RetirementCategory,IsWetRace,Year,Round,Position_quali,BestLap_Sec,IsWetQuali,Circuit,TrackLength_km,Corners,Type,OvertakingDifficulty,PositionDelta,DriverForm,DriverCircuitForm,TeamForm,IsRookieRace,IsNewCircuit
13.0,MAG,20,Haas F1 Team,18.0,Lapped,0,Other,0,2024,4,18.0,90.131,0,Suzuka,5.807,18,Permanent,Moderate,-5.0,11.333333333333334,14.666666666666666,11.333333333333334,0,0
14.0,BOT,77,Kick Sauber,13.0,Lapped,0,Other,0,2024,4,13.0,89.593,0,Suzuka,5.807,18,Permanent,Moderate,1.0,16.666666666666668,12.0,16.666666666666668,0,0
15.0,OCO,31,Alpine,15.0,Lapped,0,Other,0,2024,4,15.0,89.811,0,Suzuka,5.807,18,Permanent,Moderate,0.0,15.333333333333334,7.333333333333333,15.333333333333334,0,0
16.0,GAS,10,Alpine,17.0,Lapped,0,Other,0,2024,4,17.0,90.119,0,Suzuka,5.807,18,Permanent,Moderate,-1.0,17.0,11.666666666666666,17.0,0,0
17.0,SAR,2,Williams,19.0,Lapped,0,Other,0,2024,4,19.0,90.139,0,Suzuka,5.807,18,Permanent,Moderate,-2.0,16.666666666666668,17.0,16.666666666666668,0,0
18.0,ZHO,24,Kick Sauber,20.0,Retired,0,Other,0,2024,4,20.0,90.143,0,Suzuka,5.807,18,Permanent,Moderate,-2.0,14.666666666666666,14.5,14.666666666666666,0,0
19.0,RIC,3,Racing Bulls,11.0,Retired,0,Other,0,2024,4,11.0,89.472,0,Suzuka,5.807,18,Permanent,Moderate,8.0,13.666666666666666,11.333333333333334,13.666666666666666,0,0
20.0,ALB,23,Williams,14.0,Retired,0,Other,0,2024,4,14.0,89.714,0,Suzuka,5.807,18,Permanent,Moderate,6.0,12.333333333333334,13.333333333333334,12.333333333333334,0,0
1.0,VER,1,Red Bull Racing,1.0,Finished,1,Finished,0,2024,5,1.0,93.66,0,Shanghai,5.451,16,Permanent,Moderate,0.0,7.0,4.5,7.0,0,0
2.0,NOR,4,McLaren,4.0,Finished,1,Finished,0,2024,5,4.0,94.165,0,Shanghai,5.451,16,Permanent,Moderate,-2.0,5.333333333333333,18.0,5.333333333333333,0,0
3.0,PER,11,Red Bull Racing,2.0,Finished,1,Finished,0,2024,5,2.0,93.982,0,Shanghai,5.451,16,Permanent,Moderate,1.0,3.0,10.0,3.0,0,0
4.0,LEC,16,Ferrari,6.0,Finished,1,Finished,0,2024,5,6.0,94.289,0,Shanghai,5.451,16,Permanent,Moderate,-2.0,3.0,12.0,3.0,0,0
5.0,SAI,55,Ferrari,7.0,Finished,1,Finished,0,2024,5,7.0,94.297,0,Shanghai,5.451,16,Permanent,Moderate,-2.0,2.3333333333333335,11.5,2.3333333333333335,0,0
6.0,RUS,63,Mercedes,8.0,Finished,1,Finished,0,2024,5,8.0,94.433,0,Shanghai,5.451,16,Permanent,Moderate,-2.0,10.0,16.0,10.0,0,0
7.0,ALO,14,Aston Martin,3.0,Finished,1,Finished,0,2024,5,3.0,94.148,0,Shanghai,5.451,16,Permanent,Moderate,4.0,6.333333333333333,7.0,6.333333333333333,0,0
8.0,PIA,81,McLaren,5.0,Finished,1,Finished,0,2024,5,5.0,94.273,0,Shanghai,5.451,16,Permanent,Moderate,3.0,5.333333333333333,,5.333333333333333,0,1
9.0,HAM,44,Mercedes,18.0,Finished,1,Finished,0,2024,5,18.0,95.573,0,Shanghai,5.451,16,Permanent,Moderate,-9.0,12.0,2.5,12.0,0,0
10.0,HUL,27,Haas F1 Team,9.0,Finished,1,Finished,0,2024,5,9.0,94.604,0,Shanghai,5.451,16,Permanent,Moderate,1.0,10.0,13.0,10.0,0,0
11.0,OCO,31,Alpine,13.0,Finished,1,Finished,0,2024,5,13.0,95.223,0,Shanghai,5.451,16,Permanent,Moderate,-2.0,14.666666666666666,11.0,14.666666666666666,0,0
12.0,ALB,23,Williams,14.0,Finished,1,Finished,0,2024,5,14.0,95.241,0,Shanghai,5.451,16,Permanent,Moderate,-2.0,14.0,,14.0,0,1
13.0,GAS,10,Alpine,15.0,Finished,1,Finished,0,2024,5,15.0,95.287,0,Shanghai,5.451,16,Permanent,Moderate,-2.0,16.333333333333332,12.0,16.333333333333332,0,0
14.0,ZHO,24,Kick Sauber,16.0,Finished,1,Finished,0,2024,5,16.0,95.505,0,Shanghai,5.451,16,Permanent,Moderate,-2.0,17.0,,17.0,0,1
15.0,STR,18,Aston Martin,11.0,Finished,1,Finished,0,2024,5,11.0,94.838,0,Shanghai,5.451,16,Permanent,Moderate,4.0,12.333333333333334,13.0,12.333333333333334,0,0
16.0,MAG,20,Haas F1 Team,17.0,Finished,1,Finished,0,2024,5,17.0,95.516,0,Shanghai,5.451,16,Permanent,Moderate,-1.0,11.666666666666666,11.5,11.666666666666666,0,0
17.0,SAR,2,Williams,20.0,Finished,1,Finished,0,2024,5,20.0,96.358,0,Shanghai,5.451,16,Permanent,Moderate,-3.0,17.0,,17.0,0,1
18.0,RIC,3,Racing Bulls,12.0,Retired,0,Other,0,2024,5,12.0,94.934,0,Shanghai,5.451,16,Permanent,Moderate,6.0,15.666666666666666,4.0,15.666666666666666,0,0
19.0,TSU,22,Racing Bulls,19.0,Retired,0,Other,0,2024,5,19.0,95.746,0,Shanghai,5.451,16,Permanent,Moderate,0.0,10.666666666666666,,10.666666666666666,0,1
20.0,BOT,77,Kick Sauber,10.0,Retired,0,Other,0,2024,5,10.0,94.665,0,Shanghai,5.451,16,Permanent,Moderate,10.0,15.0,2.0,15.0,0,0
1.0,NOR,4,McLaren,5.0,Finished,1,Finished,0,2024,6,5.0,87.594,0,Miami,5.412,19,Permanent,Moderate,-4.0,3.3333333333333335,18.0,3.3333333333333335,0,0
2.0,VER,1,Red Bull Racing,1.0,Finished,1,Finished,0,2024,6,1.0,87.241,0,Miami,5.412,19,Permanent,Moderate,1.0,7.0,1.0,7.0,0,0
3.0,LEC,16,Ferrari,2.0,Finished,1,Finished,0,2024,6,2.0,87.382,0,Miami,5.412,19,Permanent,Moderate,1.0,3.3333333333333335,4.5,3.3333333333333335,0,0
4.0,PER,11,Red Bull Racing,4.0,Finished,1,Finished,0,2024,6,4.0,87.46,0,Miami,5.412,19,Permanent,Moderate,0.0,3.3333333333333335,3.0,3.3333333333333335,0,0
5.0,SAI,55,Ferrari,3.0,Finished,1,Finished,0,2024,6,3.0,87.455,0,Miami,5.412,19,Permanent,Moderate,2.0,3.0,4.0,3.0,0,0
6.0,HAM,44,Mercedes,8.0,Finished,1,Finished,0,2024,6,8.0,87.697,0,Miami,5.412,19,Permanent,Moderate,-2.0,12.0,6.0,12.0,0,0
7.0,TSU,22,Racing Bulls,10.0,Finished,1,Finished,0,2024,6,10.0,88.167,0,Miami,5.412,19,Permanent,Moderate,-3.0,12.0,11.5,12.0,0,0
8.0,RUS,63,Mercedes,7.0,Finished,1,Finished,0,2024,6,7.0,88.067,0,Miami,5.412,19,Permanent,Moderate,1.0,10.0,4.5,10.0,0,0
9.0,ALO,14,Aston Martin,15.0,Finished,1,Finished,0,2024,6,15.0,88.427,0,Miami,5.412,19,Permanent,Moderate,-6.0,7.0,7.0,7.0,0,0
10.0,OCO,31,Alpine,13.0,Finished,1,Finished,0,2024,6,13.0,88.209,0,Miami,5.412,19,Permanent,Moderate,-3.0,14.0,8.5,14.0,0,0
11.0,HUL,27,Haas F1 Team,9.0,Finished,1,Finished,0,2024,6,9.0,88.146,0,Miami,5.412,19,Permanent,Moderate,2.0,10.0,15.0,10.0,0,0
12.0,GAS,10,Alpine,12.0,Finished,1,Finished,0,2024,6,12.0,87.976,0,Miami,5.412,19,Permanent,Moderate,0.0,14.0,13.0,14.0,0,0
13.0,PIA,81,McLaren,6.0,Finished,1,Finished,0,2024,6,6.0,87.675,0,Miami,5.412,19,Permanent,Moderate,7.0,6.666666666666667,19.0,6.666666666666667,0,0
14.0,ZHO,24,Kick Sauber,19.0,Finished,1,Finished,0,2024,6,20.0,88.824,0,Miami,5.412,19,Permanent,Moderate,-5.0,15.666666666666666,18.0,15.666666666666666,0,0
15.0,RIC,3,Racing Bulls,20.0,Finished,1,Finished,0,2024,6,18.0,88.617,0,Miami,5.412,19,Permanent,Moderate,-5.0,16.333333333333332,13.0,16.333333333333332,0,0
16.0,BOT,77,Kick Sauber,16.0,Finished,1,Finished,0,2024,6,16.0,88.463,0,Miami,5.412,19,Permanent,Moderate,0.0,16.0,10.0,16.0,0,0
17.0,STR,18,Aston Martin,11.0,Finished,1,Finished,0,2024,6,11.0,88.177,0,Miami,5.412,19,Permanent,Moderate,6.0,11.0,11.0,11.0,0,0
18.0,ALB,23,Williams,14.0,Finished,1,Finished,0,2024,6,14.0,88.343,0,Miami,5.412,19,Permanent,Moderate,4.0,14.333333333333334,11.5,14.333333333333334,0,0
19.0,MAG,20,Haas F1 Team,18.0,Finished,1,Finished,0,2024,6,19.0,88.619,0,Miami,5.412,19,Permanent,Moderate,1.0,13.0,13.0,13.0,0,0
20.0,SAR,2,Williams,17.0,Retired,0,Other,0,2024,6,17.0,88.487,0,Miami,5.412,19,Permanent,Moderate,3.0,16.0,20.0,16.0,0,0
1.0,VER,1,Red Bull Racing,1.0,Finished,1,Finished,0,2024,7,1.0,74.746,0,Imola,4.909,19,Permanent,Difficult,0.0,1.3333333333333333,6.333333333333333,1.3333333333333333,0,0
2.0,NOR,4,McLaren,2.0,Finished,1,Finished,0,2024,7,3.0,74.837,0,Imola,4.909,19,Permanent,Difficult,0.0,2.6666666666666665,4.666666666666667,2.6666666666666665,0,0
3.0,LEC,16,Ferrari,3.0,Finished,1,Finished,0,2024,7,4.0,74.97,0,Imola,4.909,19,Permanent,Difficult,0.0,3.6666666666666665,5.0,3.6666666666666665,0,0
4.0,PIA,81,McLaren,5.0,Finished,1,Finished,0,2024,7,2.0,74.82,0,Imola,4.909,19,Permanent,Difficult,-1.0,9.666666666666666,,9.666666666666666,0,1
5.0,SAI,55,Ferrari,4.0,Finished,1,Finished,0,2024,7,5.0,75.233,0,Imola,4.909,19,Permanent,Difficult,1.0,4.333333333333333,10.666666666666666,4.333333333333333,0,0
6.0,HAM,44,Mercedes,8.0,Finished,1,Finished,0,2024,7,8.0,75.504,0,Imola,4.909,19,Permanent,Difficult,-2.0,8.0,5.333333333333333,8.0,0,0
7.0,RUS,63,Mercedes,6.0,Finished,1,Finished,0,2024,7,6.0,75.234,0,Imola,4.909,19,Permanent,Difficult,1.0,7.0,13.0,7.0,0,0
8.0,PER,11,Red Bull Racing,11.0,Finished,1,Finished,0,2024,7,11.0,75.706,0,Imola,4.909,19,Permanent,Difficult,-3.0,3.0,6.333333333333333,3.0,0,0
9.0,STR,18,Aston Martin,13.0,Finished,1,Finished,0,2024,7,13.0,75.992,0,Imola,4.909,19,Permanent,Difficult,-4.0,14.666666666666666,10.333333333333334,14.666666666666666,0,0
10.0,TSU,22,Racing Bulls,7.0,Lapped,0,Other,0,2024,7,7.0,75.358,0,Imola,4.909,19,Permanent,Difficult,3.0,12.0,9.5,12.0,0,0
11.0,HUL,27,Haas F1 Team,10.0,Lapped,0,Other,0,2024,7,10.0,75.569,0,Imola,4.909,19,Permanent,Difficult,1.0,10.666666666666666,,10.666666666666666,0,1
12.0,MAG,20,Haas F1 Team,18.0,Lapped,0,Other,0,2024,7,18.0,76.854,0,Imola,4.909,19,Permanent,Difficult,-6.0,16.0,13.5,16.0,0,0
13.0,RIC,3,Racing Bulls,9.0,Lapped,0,Other,0,2024,7,9.0,75.674,0,Imola,4.909,19,Permanent,Difficult,4.0,17.333333333333332,9.0,17.333333333333332,0,0
14.0,OCO,31,Alpine,12.0,Lapped,0,Other,0,2024,7,12.0,75.906,0,Imola,4.909,19,Permanent,Difficult,2.0,12.0,14.0,12.0,0,0
15.0,ZHO,24,Kick Sauber,17.0,Lapped,0,Other,0,2024,7,17.0,76.834,0,Imola,4.909,19,Permanent,Difficult,-2.0,15.333333333333334,15.0,15.333333333333334,0,0
16.0,GAS,10,Alpine,15.0,Lapped,0,Other,0,2024,7,15.0,76.015,0,Imola,4.909,19,Permanent,Difficult,1.0,13.666666666666666,13.0,13.666666666666666,0,0
17.0,SAR,2,Williams,19.0,Lapped,0,Other,0,2024,7,20.0,84.0575,0,Imola,4.909,19,Permanent,Difficult,-2.0,18.0,,18.0,0,1
18.0,BOT,77,Kick Sauber,16.0,Lapped,0,Other,0,2024,7,16.0,76.626,0,Imola,4.909,19,Permanent,Difficult,2.0,16.666666666666668,8.333333333333334,16.666666666666668,0,0
19.0,ALO,14,Aston Martin,20.0,Lapped,0,Other,0,2024,7,19.0,76.917,0,Imola,4.909,19,Permanent,Difficult,-1.0,7.333333333333333,14.5,7.333333333333333,0,0
20.0,ALB,23,Williams,14.0,Retired,0,Other,0,2024,7,14.0,76.2,0,Imola,4.909,19,Permanent,Difficult,6.0,16.666666666666668,13.0,16.666666666666668,0,0
1.0,LEC,16,Ferrari,1.0,Finished,1,Finished,0,2024,8,1.0,70.27,0,Monte Carlo,3.337,19,Street,Extremely Difficult,0.0,3.3333333333333335,10.0,3.3333333333333335,0,0
2.0,PIA,81,McLaren,2.0,Finished,1,Finished,0,2024,8,2.0,70.424,0,Monte Carlo,3.337,19,Street,Extremely Difficult,0.0,8.333333333333334,10.0,8.333333333333334,0,0
3.0,SAI,55,Ferrari,3.0,Finished,1,Finished,0,2024,8,3.0,70.518,0,Monte Carlo,3.337,19,Street,Extremely Difficult,0.0,5.0,4.0,5.0,0,0
4.0,NOR,4,McLaren,4.0,Finished,1,Finished,0,2024,8,4.0,70.542,0,Monte Carlo,3.337,19,Street,Extremely Difficult,0.0,1.6666666666666667,6.0,1.6666666666666667,0,0
5.0,RUS,63,Mercedes,5.0,Finished,1,Finished,0,2024,8,5.0,70.543,0,Monte Carlo,3.337,19,Street,Extremely Difficult,0.0,7.0,8.0,7.0,0,0
6.0,VER,1,Red Bull Racing,6.0,Finished,1,Finished,0,2024,8,6.0,70.567,0,Monte Carlo,3.337,19,Street,Extremely Difficult,0.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,0,0
7.0,HAM,44,Mercedes,7.0,Finished,1,Finished,0,2024,8,7.0,70.621,0,Monte Carlo,3.337,19,Street,Extremely Difficult,0.0,7.0,6.333333333333333,7.0,0,0
8.0,TSU,22,Racing Bulls,8.0,Lapped,0,Other,0,2024,8,8.0,70.858,0,Monte Carlo,3.337,19,Street,Extremely Difficult,0.0,12.0,16.0,12.0,0,0
9.0,ALB,23,Williams,9.0,Lapped,0,Other,0,2024,8,9.0,70.948,0,Monte Carlo,3.337,19,Street,Extremely Difficult,0.0,16.666666666666668,13.333333333333334,16.666666666666668,0,0
10.0,GAS,10,Alpine,10.0,Lapped,0,Other,0,2024,8,10.0,70.896,0,Monte Carlo,3.337,19,Street,Extremely Difficult,0.0,13.666666666666666,8.0,13.666666666666666,0,0
11.0,ALO,14,Aston Martin,14.0,Lapped,0,Other,0,2024,8,14.0,72.019,0,Monte Carlo,3.337,19,Street,Extremely Difficult,-3.0,11.666666666666666,7.333333333333333,11.666666666666666,0,0
12.0,RIC,3,Racing Bulls,12.0,Lapped,0,Other,0,2024,8,12.0,71.482,0,Monte Carlo,3.337,19,Street,Extremely Difficult,0.0,15.333333333333334,11.333333333333334,15.333333333333334,0,0
13.0,BOT,77,Kick Sauber,17.0,Lapped,0,Other,0,2024,8,17.0,72.512,0,Monte Carlo,3.337,19,Street,Extremely Difficult,-4.0,18.0,13.0,18.0,0,0
14.0,STR,18,Aston Martin,13.0,Lapped,0,Other,0,2024,8,13.0,71.563,0,Monte Carlo,3.337,19,Street,Extremely Difficult,1.0,13.666666666666666,14.0,13.666666666666666,0,0
15.0,SAR,2,Williams,15.0,Lapped,0,Other,0,2024,8,15.0,72.02,0,Monte Carlo,3.337,19,Street,Extremely Difficult,0.0,18.0,18.0,18.0,0,0
16.0,ZHO,24,Kick Sauber,18.0,Lapped,0,Other,0,2024,8,18.0,73.028,0,Monte Carlo,3.337,19,Street,Extremely Difficult,-2.0,14.333333333333334,14.5,14.333333333333334,0,0
17.0,OCO,31,Alpine,11.0,Retired,0,Other,0,2024,8,11.0,71.285,0,Monte Carlo,3.337,19,Street,Extremely Difficult,6.0,11.666666666666666,8.0,11.666666666666666,0,0
18.0,PER,11,Red Bull Racing,16.0,Retired,0,Other,0,2024,8,16.0,72.06,0,Monte Carlo,3.337,19,Street,Extremely Difficult,2.0,5.0,7.0,5.0,0,0
19.0,HUL,27,Haas F1 Team,19.0,Retired,0,Other,0,2024,8,14.0,71.44,0,Monte Carlo,3.337,19,Street,Extremely Difficult,0.0,10.666666666666666,12.666666666666666,10.666666666666666,0,0
20.0,MAG,20,Haas F1 Team,20.0,Retired,0,Other,0,2024,8,15.0,71.725,0,Monte Carlo,3.337,19,Street,Extremely Difficult,0.0,15.666666666666666,17.666666666666668,15.666666666666666,0,0
1.0,VER,1,Red Bull Racing,2.0,Finished,1,Finished,1,2024,9,2.0,72.0,1,Montréal,4.361,14,Permanent,Easy,-1.0,3.0,2.3333333333333335,3.0,0,0
2.0,NOR,4,McLaren,3.0,Finished,1,Finished,1,2024,9,3.0,72.021,1,Montréal,4.361,14,Permanent,Easy,-1.0,2.3333333333333335,16.0,2.3333333333333335,0,0
3.0,RUS,63,Mercedes,1.0,Finished,1,Finished,1,2024,9,1.0,71.742,1,Montréal,4.361,14,Permanent,Easy,2.0,6.666666666666667,13.0,6.666666666666667,0,0
4.0,HAM,44,Mercedes,7.0,Finished,1,Finished,1,2024,9,7.0,71.979,1,Montréal,4.361,14,Permanent,Easy,-3.0,6.333333333333333,2.3333333333333335,6.333333333333333,0,0
5.0,PIA,81,McLaren,4.0,Finished,1,Finished,1,2024,9,4.0,72.103,1,Montréal,4.361,14,Permanent,Easy,1.0,6.333333333333333,11.0,6.333333333333333,0,0
6.0,ALO,14,Aston Martin,6.0,Finished,1,Finished,1,2024,9,6.0,72.228,1,Montréal,4.361,14,Permanent,Easy,0.0,13.0,9.666666666666666,13.0,0,0
7.0,STR,18,Aston Martin,9.0,Finished,1,Finished,1,2024,9,9.0,72.659,1,Montréal,4.361,14,Permanent,Easy,-2.0,13.333333333333334,9.333333333333334,13.333333333333334,0,0
8.0,RIC,3,Racing Bulls,5.0,Finished,1,Finished,1,2024,9,5.0,72.178,1,Montréal,4.361,14,Permanent,Easy,3.0,13.333333333333334,7.0,13.333333333333334,0,0
9.0,GAS,10,Alpine,15.0,Finished,1,Finished,1,2024,9,15.0,72.94,1,Montréal,4.361,14,Permanent,Easy,-6.0,12.666666666666666,11.333333333333334,12.666666666666666,0,0
10.0,OCO,31,Alpine,18.0,Finished,1,Finished,1,2024,9,18.0,73.435,1,Montréal,4.361,14,Permanent,Easy,-8.0,13.666666666666666,7.666666666666667,13.666666666666666,0,0
11.0,HUL,27,Haas F1 Team,17.0,Finished,1,Finished,1,2024,9,19.0,73.978,1,Montréal,4.361,14,Permanent,Easy,-6.0,13.666666666666666,9.666666666666666,13.666666666666666,0,0
12.0,MAG,20,Haas F1 Team,14.0,Finished,1,Finished,1,2024,9,14.0,72.916,1,Montréal,4.361,14,Permanent,Easy,-2.0,17.0,17.0,17.0,0,0
13.0,BOT,77,Kick Sauber,19.0,Finished,1,Finished,1,2024,9,17.0,73.366,1,Montréal,4.361,14,Permanent,Easy,-6.0,15.666666666666666,7.0,15.666666666666666,0,0
14.0,TSU,22,Racing Bulls,8.0,Finished,1,Finished,1,2024,9,8.0,72.303,1,Montréal,4.361,14,Permanent,Easy,6.0,8.333333333333334,16.0,8.333333333333334,0,0
15.0,ZHO,24,Kick Sauber,20.0,Lapped,0,Other,1,2024,9,20.0,74.292,1,Montréal,4.361,14,Permanent,Easy,-5.0,15.0,12.0,15.0,0,0
16.0,SAI,55,Ferrari,12.0,Retired,0,Other,1,2024,9,12.0,72.728,1,Montréal,4.361,14,Permanent,Easy,4.0,4.333333333333333,6.0,4.333333333333333,0,0
17.0,ALB,23,Williams,10.0,Retired,0,Other,1,2024,9,10.0,72.485,1,Montréal,4.361,14,Permanent,Easy,7.0,15.666666666666666,13.0,15.666666666666666,0,0
18.0,PER,11,Red Bull Racing,16.0,Retired,0,Other,1,2024,9,16.0,73.326,1,Montréal,4.361,14,Permanent,Easy,2.0,10.0,12.666666666666666,10.0,0,0
19.0,LEC,16,Ferrari,11.0,Retired,0,Other,1,2024,9,11.0,72.691,1,Montréal,4.361,14,Permanent,Easy,8.0,2.3333333333333335,4.0,2.3333333333333335,0,0
20.0,SAR,2,Williams,13.0,Retired,0,Other,1,2024,9,13.0,72.736,1,Montréal,4.361,14,Permanent,Easy,7.0,17.333333333333332,20.0,17.333333333333332,0,0
1.0,VER,1,Red Bull Racing,2.0,Finished,1,Finished,1,2024,10,2.0,71.403,0,Barcelona,4.655,16,Permanent,Difficult,-1.0,2.6666666666666665,1.3333333333333333,2.6666666666666665,0,0
2.0,NOR,4,McLaren,1.0,Finished,1,Finished,1,2024,10,1.0,71.383,0,Barcelona,4.655,16,Permanent,Difficult,1.0,2.6666666666666665,11.0,2.6666666666666665,0,0
3.0,HAM,44,Mercedes,3.0,Finished,1,Finished,1,2024,10,3.0,71.701,0,Barcelona,4.655,16,Permanent,Difficult,0.0,5.666666666666667,2.6666666666666665,5.666666666666667,0,0
4.0,RUS,63,Mercedes,4.0,Finished,1,Finished,1,2024,10,4.0,71.703,0,Barcelona,4.655,16,Permanent,Difficult,0.0,5.0,6.666666666666667,5.0,0,0
5.0,LEC,16,Ferrari,5.0,Finished,1,Finished,1,2024,10,5.0,71.731,0,Barcelona,4.655,16,Permanent,Difficult,0.0,7.666666666666667,11.666666666666666,7.666666666666667,0,0
6.0,SAI,55,Ferrari,6.0,Finished,1,Finished,1,2024,10,6.0,71.736,0,Barcelona,4.655,16,Permanent,Difficult,0.0,8.0,5.333333333333333,8.0,0,0
7.0,PIA,81,McLaren,9.0,Finished,1,Finished,1,2024,10,10.0,72.011,0,Barcelona,4.655,16,Permanent,Difficult,-2.0,3.6666666666666665,13.0,3.6666666666666665,0,0
8.0,PER,11,Red Bull Racing,11.0,Finished,1,Finished,1,2024,10,8.0,72.054,0,Barcelona,4.655,16,Permanent,Difficult,-3.0,14.666666666666666,3.6666666666666665,14.666666666666666,0,0
9.0,GAS,10,Alpine,7.0,Finished,1,Finished,1,2024,10,7.0,71.857,0,Barcelona,4.655,16,Permanent,Difficult,2.0,11.666666666666666,11.0,11.666666666666666,0,0
10.0,OCO,31,Alpine,8.0,Finished,1,Finished,1,2024,10,9.0,72.109,0,Barcelona,4.655,16,Permanent,Difficult,2.0,13.666666666666666,8.0,13.666666666666666,0,0
11.0,HUL,27,Haas F1 Team,13.0,Finished,1,Finished,1,2024,10,13.0,72.31,0,Barcelona,4.655,16,Permanent,Difficult,-2.0,13.666666666666666,16.0,13.666666666666666,0,0
12.0,ALO,14,Aston Martin,10.0,Lapped,0,Other,1,2024,10,11.0,72.128,0,Barcelona,4.655,16,Permanent,Difficult,2.0,12.0,11.0,12.0,0,0
13.0,ZHO,24,Kick Sauber,15.0,Lapped,0,Other,1,2024,10,15.0,72.738,0,Barcelona,4.655,16,Permanent,Difficult,-2.0,15.333333333333334,14.0,15.333333333333334,0,0
14.0,STR,18,Aston Martin,14.0,Lapped,0,Other,1,2024,10,14.0,72.372,0,Barcelona,4.655,16,Permanent,Difficult,0.0,10.0,10.666666666666666,10.0,0,0
15.0,RIC,3,Racing Bulls,18.0,Lapped,0,Other,1,2024,10,18.0,73.075,0,Barcelona,4.655,16,Permanent,Difficult,-3.0,11.0,9.666666666666666,11.0,0,0
16.0,BOT,77,Kick Sauber,12.0,Lapped,0,Other,1,2024,10,12.0,72.227,0,Barcelona,4.655,16,Permanent,Difficult,4.0,14.666666666666666,9.333333333333334,14.666666666666666,0,0
17.0,MAG,20,Haas F1 Team,16.0,Lapped,0,Other,1,2024,10,16.0,72.937,0,Barcelona,4.655,16,Permanent,Difficult,1.0,14.666666666666666,16.666666666666668,14.666666666666666,0,0
18.0,ALB,23,Williams,20.0,Lapped,0,Other,1,2024,10,19.0,73.153,0,Barcelona,4.655,16,Permanent,Difficult,-2.0,15.333333333333334,14.0,15.333333333333334,0,0
19.0,TSU,22,Racing Bulls,17.0,Lapped,0,Other,1,2024,10,17.0,72.985,0,Barcelona,4.655,16,Permanent,Difficult,2.0,10.666666666666666,14.0,10.666666666666666,0,0
20.0,SAR,2,Williams,19.0,Lapped,0,Other,1,2024,10,20.0,73.509,0,Barcelona,4.655,16,Permanent,Difficult,1.0,17.333333333333332,20.0,17.333333333333332,0,0
1.0,RUS,63,Mercedes,3.0,Finished,1,Finished,1,2024,11,3.0,64.84,0,Spielberg,4.318,10,Permanent,Extremely Easy,-2.0,4.0,7.333333333333333,4.0,0,0
2.0,PIA,81,McLaren,7.0,Finished,1,Finished,1,2024,11,7.0,65.048,0,Spielberg,4.318,10,Permanent,Extremely Easy,-5.0,4.666666666666667,16.0,4.666666666666667,0,0
3.0,SAI,55,Ferrari,4.0,Finished,1,Finished,1,2024,11,4.0,64.851,0,Spielberg,4.318,10,Permanent,Extremely Easy,-1.0,8.333333333333334,9.666666666666666,8.333333333333334,0,0
4.0,HAM,44,Mercedes,5.0,Finished,1,Finished,1,2024,11,5.0,64.903,0,Spielberg,4.318,10,Permanent,Extremely Easy,-1.0,4.666666666666667,5.0,4.666666666666667,0,0
5.0,VER,1,Red Bull Racing,1.0,Finished,1,Finished,1,2024,11,1.0,64.314,0,Spielberg,4.318,10,Permanent,Extremely Easy,4.0,2.6666666666666665,1.3333333333333333,2.6666666666666665,0,0
6.0,HUL,27,Haas F1 Team,9.0,Finished,1,Finished,1,2024,11,9.0,65.262,0,Spielberg,4.318,10,Permanent,Extremely Easy,-3.0,13.666666666666666,17.666666666666668,13.666666666666666,0,0
7.0,PER,11,Red Bull Racing,8.0,Finished,1,Finished,1,2024,11,8.0,65.144,0,Spielberg,4.318,10,Permanent,Extremely Easy,-1.0,14.666666666666666,9.666666666666666,14.666666666666666,0,0
8.0,MAG,20,Haas F1 Team,12.0,Finished,1,Finished,1,2024,11,12.0,65.347,0,Spielberg,4.318,10,Permanent,Extremely Easy,-4.0,16.333333333333332,12.666666666666666,16.333333333333332,0,0
9.0,RIC,3,Racing Bulls,11.0,Finished,1,Finished,1,2024,11,11.0,65.289,0,Spielberg,4.318,10,Permanent,Extremely Easy,-2.0,11.666666666666666,9.666666666666666,11.666666666666666,0,0
10.0,GAS,10,Alpine,13.0,Finished,1,Finished,1,2024,11,13.0,65.359,0,Spielberg,4.318,10,Permanent,Extremely Easy,-3.0,9.333333333333334,11.333333333333334,9.333333333333334,0,0
11.0,LEC,16,Ferrari,6.0,Finished,1,Finished,1,2024,11,6.0,65.044,0,Spielberg,4.318,10,Permanent,Extremely Easy,5.0,8.333333333333334,3.6666666666666665,8.333333333333334,0,0
12.0,OCO,31,Alpine,10.0,Finished,1,Finished,1,2024,11,10.0,65.274,0,Spielberg,4.318,10,Permanent,Extremely Easy,2.0,12.333333333333334,13.0,12.333333333333334,0,0
13.0,STR,18,Aston Martin,17.0,Lapped,0,Other,1,2024,11,17.0,65.819,0,Spielberg,4.318,10,Permanent,Extremely Easy,-4.0,11.666666666666666,11.666666666666666,11.666666666666666,0,0
14.0,TSU,22,Racing Bulls,14.0,Lapped,0,Other,1,2024,11,14.0,65.412,0,Spielberg,4.318,10,Permanent,Extremely Easy,0.0,13.666666666666666,15.666666666666666,13.666666666666666,0,0
15.0,ALB,23,Williams,16.0,Lapped,0,Other,1,2024,11,16.0,65.736,0,Spielberg,4.318,10,Permanent,Extremely Easy,-1.0,14.666666666666666,9.0,14.666666666666666,0,0
